,FAKULTA_SP,ROK_NAR,STAT_OBCANSTVI,PSC_BYDL,PSC_CIZI,OBEC_BYDLISTE,OBEC_CIZI,STAT_BYDLISTE,NAZEV_S_SKOLY,STAT_S_SKOLY,ADRESA_S_SKOLY,CIS_OBORU,MATURITA,STRED_SKOLA_CIZI,STRED_SKOLA_CIZI_MISTO,STRED_SKOLA_CIZI_OBOR,VS_SKOLA,NAZEV_VS,STAT_VS,VS_ROK_ABSOL,ROK_PR,CISP_KOD,CZ_NAZEV,FORMA,TYP,PR_NAZEV,PR_OBOR,PR_KOMBINACE,SDRUZENE,KOLO_PRIHLASKY,key,nazev,skupina_oboru,stupen_vzdelani,round
1497,PRF,2002,Česká republika,0,,nevyplněno,,Česká republika,gymnázia,Česká republika,,7941K81,2021,,,,,,,,2022,B0114A300118,Biologie pro vzdělávání,P,B,BI GEO pv1,,BI GEO pv,ANO,1,7941K81,Gymnázium (7941K81),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
1498,PRF,2000,Česká republika,0,,nevyplněno,,Česká republika,Karlínské gymnázium,Česká republika,"Praha 8 - Karlín, Pernerova 273/25 , 18600",7941K81,2019,,,,UNIVERZITA KARLOVA V PRAZE,UNIVERZITA KARLOVA V PRAZE,Česká republika,,2022,B0114A300118,Biologie pro vzdělávání,P,B,BI GEO pv2,,BI GEO pv,ANO,2,7941K81,Gymnázium (7941K81),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),2
1499,PRF,2003,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium Chotěboř,Česká republika,"Chotěboř, Jiráskova 637 , 58301",7941K81,2022,,,,,,,,2022,B0114A300118,Biologie pro vzdělávání,P,B,BI GEO pv2,,BI GEO pv,ANO,2,7941K81,Gymnázium (7941K81),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),2
1500,PRF,2002,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium Havlíčkův Brod,Česká republika,"Havlíčkův Brod, Štáflova 2063 , 58001",7941K81,2022,,,,,,,,2022,B0114A300118,Biologie pro vzdělávání,P,B,BI CHE pv1,,BI CHE pv,ANO,1,7941K81,Gymnázium (7941K81),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
1501,PRF,2002,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium Havlíčkův Brod,Česká republika,"Havlíčkův Brod, Štáflova 2063 , 58001",7941K81,2022,,,,,,,,2022,B0114A300118,Biologie pro vzdělávání,K,B,BI CHEpvK1,,BI CHE pv KS,ANO,1,7941K81,Gymnázium (7941K81),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
1502,PRF,2000,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium a Střední průmyslová škola,Česká republika,"Duchcov, Masarykova 909/12 , 41901",7941K81,2020,,,,Univerzita Palacekého,,,,2022,B0114A300118,Biologie pro vzdělávání,K,B,BI CHEpvK1,,BI CHE pv KS,ANO,1,7941K81,Gymnázium (7941K81),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
1503,PRF,2002,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium Václava Hlavatého,Česká republika,"Louny, Poděbradova 661 , 44001",7941K81,2021,,,,,,,,2022,B0114A300119,Fyzika pro vzdělávání,K,B,FY MA pvK2,,FY MA pv KS,ANO,2,7941K81,Gymnázium (7941K81),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),2
1504,PRF,2002,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium Jana Palacha,Česká republika,"Mělník, Pod Vrchem 3421 , 27601",7941K81,2022,,,,,,,,2022,B0114A300119,Fyzika pro vzdělávání,P,B,FY MA pv1,,FY MAT pv,ANO,1,7941K81,Gymnázium (7941K81),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
1505,PRF,2003,Česká republika,43186,,Kovářská,,Česká republika,Gymnázium,Česká republika,"Kadaň, 5. května 620 , 43201",7941K81,2022,,,,,,,,2022,B0114A300120,Chemie pro vzdělávání,P,B,CHE BI pv2,,CHE BI pv,ANO,2,7941K81,Gymnázium (7941K81),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),2
1506,PRF,1999,Česká republika,43801,,Žatec,,Česká republika,gymnázia,Česká republika,,7941K81,2019,,,,UNIVERZITA KARLOVA V PRAZE,UNIVERZITA KARLOVA V PRAZE,Česká republika,2023.0,2022,B0114A300120,Chemie pro vzdělávání,K,B,CHE BIpvK2,,CHE BI pv KS,ANO,2,7941K81,Gymnázium (7941K81),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),2
1507,PRF,2002,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium Havlíčkův Brod,Česká republika,"Havlíčkův Brod, Štáflova 2063 , 58001",7941K81,2022,,,,,,,,2022,B0114A300120,Chemie pro vzdělávání,P,B,CHE FY pv1,,CHE FY pv,ANO,1,7941K81,Gymnázium (7941K81),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
1508,PRF,2002,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium Havlíčkův Brod,Česká republika,"Havlíčkův Brod, Štáflova 2063 , 58001",7941K81,2022,,,,,,,,2022,B0114A300120,Chemie pro vzdělávání,K,B,CHE FYpvK1,,CHE FY pv KS,ANO,1,7941K81,Gymnázium (7941K81),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
1509,PRF,2002,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium Václava Beneše Třebízského,Česká republika,"Slaný, Smetanovo náměstí 1310 , 27401",7941K81,2022,,,,,,,,2022,B0114A300120,Chemie pro vzdělávání,P,B,CHE MA pv1,,CHE MAT pv,ANO,1,7941K81,Gymnázium (7941K81),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
1510,PRF,1999,Česká republika,43801,,Žatec,,Česká republika,gymnázia,Česká republika,,7941K81,2019,,,,UNIVERZITA KARLOVA V PRAZE,UNIVERZITA KARLOVA V PRAZE,Česká republika,2023.0,2022,B0114A300120,Chemie pro vzdělávání,K,B,CHE MApvK2,,CHE MAT pv KS,ANO,2,7941K81,Gymnázium (7941K81),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),2
1511,PRF,1997,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Blovice, Družstevní 650 , 33613",7941K81,2017,,,,ZAPADOCESKA UNIVERZITA V PLZNI,ZAPADOCESKA UNIVERZITA V PLZNI,Česká republika,,2022,B0114A300121,Informatika pro vzdělávání,K,B,INF MApvK1,,INF MAT pv KS,ANO,1,7941K81,Gymnázium (7941K81),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
1512,PRF,1997,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Blovice, Družstevní 650 , 33613",7941K81,2017,,,,ZAPADOCESKA UNIVERZITA V PLZNI,ZAPADOCESKA UNIVERZITA V PLZNI,Česká republika,,2022,B0114A300121,Informatika pro vzdělávání,K,B,INF MApvK2,,INF MAT pv KS,ANO,2,7941K81,Gymnázium (7941K81),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),2
1513,PRF,2002,Česká republika,41156,,Bohušovice nad Ohří,,Česká republika,Gymnázium Josefa Jungmanna,Česká republika,"Litoměřice, Svojsíkova 1015/1a , 41201",7941K81,2021,,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,,2022,B0114A300122,Matematika pro vzdělávání,P,B,MA AJ pv1,,MAT AJ pv,ANO,1,7941K81,Gymnázium (7941K81),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
1514,PRF,2002,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Rumburk, Komenského 1130/10 , 40801",7941K81,2021,,,,,,,,2022,B0114A300122,Matematika pro vzdělávání,K,B,MA FY pvK1,,MA FY pv KS,ANO,1,7941K81,Gymnázium (7941K81),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
1515,PRF,1998,Česká republika,47107,,Žandov,,Česká republika,"Gymnázium, příspěvková organizace",Česká republika,"Česká Lípa, Žitavská 2969 , 47006",7941K81,2017,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2021.0,2022,B0114A300122,Matematika pro vzdělávání,K,B,MA FY pvK1,,MA FY pv KS,ANO,1,7941K81,Gymnázium (7941K81),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
1516,PRF,2002,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Rumburk, Komenského 1130/10 , 40801",7941K81,2021,,,,,,,,2022,B0114A300122,Matematika pro vzdělávání,P,B,MA FY pv1,,MAT FY pv,ANO,1,7941K81,Gymnázium (7941K81),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
1517,PRF,2001,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium Varnsdorf,Česká republika,"Varnsdorf, Střelecká 1800 , 40747",7941K81,2021,,,,,,,,2022,B0114A300122,Matematika pro vzdělávání,P,B,MA FY pv1,,MAT FY pv,ANO,1,7941K81,Gymnázium (7941K81),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
1518,PRF,2001,Česká republika,25070,,Odolena Voda,,Česká republika,Dvořákovo gymnázium a SOŠ ekonomická,Česká republika,"Kralupy nad Vltavou, Dvořákovo nám. 800/9 , 27801",7941K81,2021,,,,CESKÉ VYSOKÉ UCENI TECHNICKÉ V PRAZE,CESKÉ VYSOKÉ UCENI TECHNICKÉ V PRAZE,Česká republika,,2022,B0114A300122,Matematika pro vzdělávání,P,B,MA HI pv1,,MAT HI pv,ANO,1,7941K81,Gymnázium (7941K81),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
1519,PRF,2001,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium a SOŠ dr. Václava Šmejkala,Česká republika,"Ústí nad Labem, Stavbařů 2857/5 , 40011",7941K81,2021,,,,,,,,2022,B0114A300122,Matematika pro vzdělávání,P,B,MA CHE pv1,,MAT CHE pv,ANO,1,7941K81,Gymnázium (7941K81),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),1
1520,PRF,1999,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium Václava Beneše Třebízského,Česká republika,"Slaný, Smetanovo náměstí 1310 , 27401",7941K81,2018,,,,CESKA ZEMEDELSKA UNIVERZITA V PRAZE,CESKA ZEMEDELSKA UNIVERZITA V PRAZE,Česká republika,2021.0,2022,B0114A300122,Matematika pro vzdělávání,K,B,MA INFpvK2,,MA INF pv KS,ANO,2,7941K81,Gymnázium (7941K81),Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),2
