,FAKULTA_SP,ROK_NAR,STAT_OBCANSTVI,PSC_BYDL,PSC_CIZI,OBEC_BYDLISTE,OBEC_CIZI,STAT_BYDLISTE,NAZEV_S_SKOLY,STAT_S_SKOLY,ADRESA_S_SKOLY,CIS_OBORU,MATURITA,STRED_SKOLA_CIZI,STRED_SKOLA_CIZI_MISTO,STRED_SKOLA_CIZI_OBOR,VS_SKOLA,NAZEV_VS,STAT_VS,VS_ROK_ABSOL,ROK_PR,CISP_KOD,CZ_NAZEV,FORMA,TYP,PR_NAZEV,PR_OBOR,PR_KOMBINACE,SDRUZENE,KOLO_PRIHLASKY,key,nazev,skupina_oboru,stupen_vzdelani,round
2068,PRF,1995,Česká republika,0,,nevyplněno,,Česká republika,"Hotelová škola, Obchodní akademie a SPŠ",Česká republika,"Teplice, Benešovo náměstí 604/1 , 41501",2345M01,2015,,,,,,,,2019,B1101,Matematika,P,B,MA SV1,,MA SV,,1,2345M01,Dopravní prostředky (2345M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2069,PRF,1995,Česká republika,0,,nevyplněno,,Česká republika,"Hotelová škola, Obchodní akademie a SPŠ",Česká republika,"Teplice, Benešovo náměstí 604/1 , 41501",2345M01,2015,,,,,,,,2019,B1701,Fyzika,P,B,FY MA2,,FY  MA,,2,2345M01,Dopravní prostředky (2345M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
2070,PRF,1995,Česká republika,0,,nevyplněno,,Česká republika,"Hotelová škola, Obchodní akademie a SPŠ",Česká republika,"Teplice, Benešovo náměstí 604/1 , 41501",2345M01,2015,,,,,,,,2020,B1101,Matematika,P,B,MAT INF2,,MA INF 4178,,2,2345M01,Dopravní prostředky (2345M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
2071,PRF,1997,Česká republika,40502,,Těchlovice,,Česká republika,Střední průmyslová škola,Česká republika,"Ústí nad Labem, Resslova 210/5 , 40001",2345M01,2017,,,,,,,,2020,B1802,Aplikovaná informatika,K,B,ISK2,1802R006 - IS K,,,2,2345M01,Dopravní prostředky (2345M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
2072,PRF,2001,Česká republika,0,,nevyplněno,,Česká republika,SOŠ,Česká republika,,2345M01,2021,,,,,,,,2021,B0532A330032,Geografie,P,B,GEO2,,,,2,2345M01,Dopravní prostředky (2345M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
2073,PRF,1996,Česká republika,0,,nevyplněno,,Česká republika,Střední průmyslová škola,Česká republika,"Mladá Boleslav, Havlíčkova 456/1 , 29301",2345M01,2016,,,,,,,,2022,B0114A300119,Fyzika pro vzdělávání,K,B,FY MA pvK1,,FY MA pv KS,ANO,1,2345M01,Dopravní prostředky (2345M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2074,PRF,1996,Česká republika,0,,nevyplněno,,Česká republika,Střední průmyslová škola,Česká republika,"Mladá Boleslav, Havlíčkova 456/1 , 29301",2345M01,2016,,,,,,,,2022,B0114A300122,Matematika pro vzdělávání,K,B,MA FY pvK1,,MA FY pv KS,ANO,1,2345M01,Dopravní prostředky (2345M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2075,PRF,2000,Česká republika,40011,,Ústí nad Labem,,Česká republika,Střední průmyslová škola,Česká republika,"Ústí nad Labem, Resslova 210/5 , 40001",2345M01,2020,,,,UNIVERZITA KARLOVA V PRAZE,UNIVERZITA KARLOVA V PRAZE,Česká republika,,2022,B0541P170001,Matematika ve firmách a veřejné správě,P,B,MFVS1,,,,1,2345M01,Dopravní prostředky (2345M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2076,PRF,2001,Česká republika,47001,,Česká Lípa,,Česká republika,"SŠ a MŠ, příspěvková organizace",Česká republika,"Liberec, Na Bojišti 759/15 , 46007",2345M01,2020,,,,TECHNICKA UNIVERZITA  V LIBERCI,TECHNICKA UNIVERZITA  V LIBERCI,Česká republika,,2023,B0532A330032,Geografie,P,B,GEO2,,,,2,2345M01,Dopravní prostředky (2345M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
2077,PRF,2000,Česká republika,40011,,Ústí nad Labem,,Česká republika,Střední průmyslová škola,Česká republika,"Ústí nad Labem, Resslova 210/5 , 40001",2345M01,2020,,,,UNIVERZITA KARLOVA V PRAZE,UNIVERZITA KARLOVA V PRAZE,Česká republika,,2023,B0532A330032,Geografie,P,B,GEO2,,,,2,2345M01,Dopravní prostředky (2345M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
2078,PRF,1998,Česká republika,40339,,Chlumec,,Česká republika,Střední průmyslová škola,Česká republika,"Ústí nad Labem, Resslova 210/5 , 40001",2345M01,2017,,,,CESKÉ VYSOKÉ UCENI TECHNICKÉ V PRAZE,CESKÉ VYSOKÉ UCENI TECHNICKÉ V PRAZE,Česká republika,2021.0,2023,B0613P140005,Aplikovaná informatika,K,B,APIK1,,,,1,2345M01,Dopravní prostředky (2345M01),Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2079,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7842M03,2019,,,,,,,,2019,B1101,Matematika,P,B,MA TV1,,MA  TV,,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2080,PRF,2000,Česká republika,0,,nevyplněno,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7842M03,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,,2019,B1301,Geografie,P,B,GEO AJ1,,GEO AJ,,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2081,PRF,2000,Česká republika,0,,nevyplněno,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7842M03,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO TV1,,GEO TV,,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2082,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,"VOŠ ped. a soc., SOŠ ped. a Gymnázium",Česká republika,"Praha 6 - Dejvice, Evropská 330/33 , 16623",7842M03,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO TV1,,GEO TV,,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2083,PRF,1999,Česká republika,36301,,Ostrov,,Česká republika,SOŠ,Česká republika,,7842M03,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2019,B1301,Geografie,P,B,GEO TV1,,GEO TV,,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2084,PRF,1999,Česká republika,43401,,Most,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7842M03,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2019,B1301,Geografie,P,B,GSE2,1301R019 - GSE,,,2,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
2085,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7842M03,2019,,,,,,,,2019,B1407,Chemie,P,B,CHE MA1,,CHE MA,,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2086,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7842M03,2019,,,,,,,,2019,B1501,Biologie,P,B,BI GEO1,,BI GEO,,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2087,PRF,1998,Česká republika,0,,nevyplněno,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7842M03,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2021.0,2019,B1701,Fyzika,P,B,FY1,1701R003 - FY 1ob.,,,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2088,PRF,1998,Česká republika,0,,nevyplněno,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7842M03,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2021.0,2019,B1702,Aplikovaná fyzika,P,B,APM1,1802R039 - APM,,,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2089,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7842M03,2020,,,,,,,,2020,B1101,Matematika,P,B,MA BI1,,MA  BI,,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2090,PRF,1998,Česká republika,44001,,Dobroměřice,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7842M03,2018,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2020,B1101,Matematika,P,B,MAT INF1,,MA INF 4178,,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2091,PRF,2001,Česká republika,41201,,Litoměřice,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7842M03,2020,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2020,B1301,Geografie,P,B,GEO TV1,,GEO TV,,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2092,PRF,1999,Česká republika,36301,,Ostrov,,Česká republika,SOŠ,Česká republika,,7842M03,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2020,B1301,Geografie,P,B,GEO TV2,,GEO TV,,2,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
2093,PRF,2001,Česká republika,43001,,Chomutov,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7842M03,2020,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2020,B1501,Biologie,P,B,BI AJ1,,BI AJ,,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2094,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,SOŠ,Česká republika,,7842M03,2020,,,,,,,,2020,B1501,Biologie,P,B,BI TV1,,BI  TV,,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2095,PRF,0,Česká republika,0,,nevyplněno,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7842M03,2020,,,,,,,,2020,B1501,Biologie,P,B,BI TV1,,BI  TV,,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2096,PRF,2000,Česká republika,0,,nevyplněno,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7842M03,2020,,,,,,,,2020,B1801,Informatika,P,B,INF HV2,,INF HV,,2,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
2097,PRF,1997,Česká republika,0,,nevyplněno,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7842M03,2017,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2020.0,2020,N1301,Geografie,P,N,GEO AJ ZŠ1,,GEO AJ ZŠ,,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2098,PRF,1997,Česká republika,0,,nevyplněno,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7842M03,2017,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2020.0,2020,N1301,Geografie,P,N,GEO AJ ZŠ2,,GEO AJ ZŠ,,2,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
2099,PRF,1997,Česká republika,0,,nevyplněno,,Česká republika,"Střední pedagog. škola, gymnázium a VOŠ",Česká republika,"Karlovy Vary, Lidická 455/40 , 36001",7842M03,2016,,,,UNIVERZITA KARLOVA V PRAZE,UNIVERZITA KARLOVA V PRAZE,Česká republika,2021.0,2020,N1501,Biologie,P,N,BI GEO SŠ1,,BI GEO SŠ,,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2100,PRF,2002,Česká republika,0,,nevyplněno,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7842M03,2021,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2022.0,2021,B0532A330032,Geografie,P,B,GEO2,,,,2,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
2101,PRF,1995,Česká republika,47006,,Česká Lípa,,Česká republika,"SŠ a MŠ, příspěvková organizace",Česká republika,"Liberec, Na Bojišti 759/15 , 46007",7842M03,2014,,,,technická univerzita,,,,2021,B0532A330032,Geografie,P,B,GEO2,,,,2,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
2102,PRF,1998,Česká republika,0,,nevyplněno,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7842M03,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2021.0,2021,B0533A110020,Aplikované nanotechnologie,P,B,NANO2,,,,2,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
2103,PRF,1998,Česká republika,0,,nevyplněno,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7842M03,2017,,,,UNIVERZITA JANA EVANGELISTY PURKYNE V USTI NAD LABEM,UNIVERZITA JANA EVANGELISTY PURKYNE V USTI NAD LABEM,Česká republika,2020.0,2021,B0541P170001,Matematika ve firmách a veřejné správě,P,B,MFVS1,,,,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2104,PRF,1995,Česká republika,0,,nevyplněno,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7842M03,2015,,,,,,,,2021,B0613P140005,Aplikovaná informatika,K,B,APIK2,,,,2,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
2105,PRF,2000,Česká republika,0,,nevyplněno,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7842M03,2020,,,,,,,,2021,B0613P140005,Aplikovaná informatika,P,B,API2,,,,2,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
2106,PRF,2000,Česká republika,0,,nevyplněno,,Česká republika,"Střední pedagog. škola, gymnázium a VOŠ",Česká republika,"Karlovy Vary, Lidická 455/40 , 36001",7842M03,2019,,,,,,,,2021,B1501,Biologie,K,B,BI KS1,1501R001 - BI bc K,,,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2107,PRF,1999,Česká republika,0,,nevyplněno,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7842M03,2018,,,,,,,,2021,B1501,Biologie,K,B,BI KS2,1501R001 - BI bc K,,,2,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
2108,PRF,2002,Česká republika,0,,nevyplněno,,Česká republika,SOŠ,Česká republika,,7842M03,2021,,,,,,,,2021,B1501,Biologie,P,B,BI PS1,1501R001 - BI bc,,,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2109,PRF,1997,Česká republika,0,,nevyplněno,,Česká republika,"Střední pedagog. škola, gymnázium a VOŠ",Česká republika,"Karlovy Vary, Lidická 455/40 , 36001",7842M03,2016,,,,UNIVERZITA KARLOVA V PRAZE,UNIVERZITA KARLOVA V PRAZE,Česká republika,2021.0,2021,N0114A300123,Učitelství geografie pro střední školy,P,N,GEO BI SŠ1,,GEOBI SŠ,ANO,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2110,PRF,1998,Česká republika,41142,,Ploskovice,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7842M03,2017,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2022.0,2021,N0532A330020,Geografie,P,N,NGEO1,,,,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2111,PRF,1998,Česká republika,0,,nevyplněno,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7842M03,2017,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2021.0,2021,N0533A110037,Počítačové modelování ve vědě a technice,P,N,N PMVT2,,,,2,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
2112,PRF,2003,Česká republika,0,,nevyplněno,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7842M03,2022,,,,,,,,2022,B0114A300118,Biologie pro vzdělávání,P,B,BI GEO pv1,,BI GEO pv,ANO,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2113,PRF,2002,Česká republika,41201,,Třebušín,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7842M03,2022,,,,,,,,2022,B0114A300118,Biologie pro vzdělávání,P,B,BI VV pv1,,BI VV pv,ANO,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2114,PRF,2002,Česká republika,41201,,Třebušín,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7842M03,2022,,,,,,,,2022,B0114A300118,Biologie pro vzdělávání,P,B,BI VV pv2,,BI VV pv,ANO,2,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
2115,PRF,2001,Česká republika,0,,nevyplněno,,Česká republika,SOŠ,Česká republika,,7842M03,2020,,,,,,,,2022,B0114A300121,Informatika pro vzdělávání,K,B,INF FYpvK1,,INF FY pv KS,ANO,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2116,PRF,1999,Česká republika,36453,,Žlutice,,Česká republika,"Střední pedagog. škola, gymnázium a VOŠ",Česká republika,"Karlovy Vary, Lidická 455/40 , 36001",7842M03,2020,,,,,,,,2022,B0114A300121,Informatika pro vzdělávání,K,B,INFCHEpvK2,,INF CHE pv KS,ANO,2,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
2117,PRF,2003,Česká republika,0,,nevyplněno,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7842M03,2022,,,,,,,,2022,B0114A330005,Geografie pro vzdělávání,P,B,GEO BI pv1,,GEO BI pv,ANO,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2118,PRF,2002,Česká republika,0,,nevyplněno,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7842M03,2022,,,,,,,,2022,B0114A330005,Geografie pro vzdělávání,P,B,GEO TV pv1,,GEO TV pv,ANO,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2119,PRF,2002,Česká republika,0,,nevyplněno,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7842M03,2022,,,,,,,,2022,B0531A130031,Chemie a toxikologie,P,B,CHETOX2,,,,2,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),2
2120,PRF,2001,Česká republika,43191,,Kryštofovy Hamry,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7842M03,2021,,,,,,,,2022,B0532A330032,Geografie,P,B,GEO1,,,,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2121,PRF,1998,Česká republika,41142,,Ploskovice,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7842M03,2017,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2022.0,2022,N0532A330020,Geografie,P,N,NGEO1,,,,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2122,PRF,2003,Česká republika,41141,,Žitenice,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7842M03,2023,,,,,,,,2023,B0114A300118,Biologie pro vzdělávání,P,B,BI CHE pv1,,BI CHE pv,ANO,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2123,PRF,1998,Česká republika,44001,,Peruc,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7842M03,2018,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2023,B0114A300121,Informatika pro vzdělávání,P,B,INF HV pv1,,INF HV pv,ANO,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2124,PRF,1986,Česká republika,41108,,Štětí,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7842M03,2006,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,,2023,B0114A300122,Matematika pro vzdělávání,K,B,MA FY pvK1,,MA FY pv KS,ANO,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2125,PRF,2004,Česká republika,35734,,Nové Sedlo,,Česká republika,"Střední pedagog. škola, gymnázium a VOŠ",Česká republika,"Karlovy Vary, Lidická 455/40 , 36001",7842M03,2023,,,,,,,,2023,B0114A300122,Matematika pro vzdělávání,P,B,MA INF pv1,,MAT INF pv,ANO,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2126,PRF,2004,Česká republika,43401,,Most,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7842M03,2023,,,,,,,,2023,B0114A300122,Matematika pro vzdělávání,P,B,MA SV pv1,,MAT SV pv,ANO,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
2127,PRF,2004,Česká republika,35734,,Nové Sedlo,,Česká republika,"Střední pedagog. škola, gymnázium a VOŠ",Česká republika,"Karlovy Vary, Lidická 455/40 , 36001",7842M03,2023,,,,,,,,2023,B0114A300122,Matematika pro vzdělávání,P,B,MA TV pv1,,MAT TV pv,ANO,1,7842M03,Pedagogické lyceum (7842M03),Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),1
